dt,atm_id,predicted_withdrawn_kwd,predicted_withdraw_count
2025-11-02,ATM_0007,1040.696428571429,38
2025-11-03,ATM_0007,1040.696428571429,38
2025-11-04,ATM_0007,1040.696428571429,38
2025-11-05,ATM_0007,1040.696428571429,38
2025-11-06,ATM_0007,1040.696428571429,38
2025-11-07,ATM_0007,1040.696428571429,38
2025-11-08,ATM_0007,1040.696428571429,38
2025-11-09,ATM_0007,1040.696428571429,38
2025-11-10,ATM_0007,1040.696428571429,38
2025-10-28,ATM_0009,1147.5557142857144,45
2025-10-29,ATM_0009,1147.5557142857144,45
2025-10-30,ATM_0009,1147.5557142857144,45
2025-10-31,ATM_0009,1147.5557142857144,45
2025-11-01,ATM_0009,1147.5557142857144,45
2025-11-02,ATM_0009,1147.5557142857144,45
2025-11-03,ATM_0009,1147.5557142857144,45
2025-11-04,ATM_0009,1147.5557142857144,45
2025-11-06,ATM_0009,1147.5557142857144,45
2025-11-07,ATM_0009,1147.5557142857144,45
2025-11-08,ATM_0009,1147.5557142857144,45
2025-11-09,ATM_0009,1147.5557142857144,45
2025-11-10,ATM_0009,1147.5557142857144,45
2025-10-28,ATM_0010,1381.0014285714285,48
2025-10-29,ATM_0010,1381.0014285714285,48
2025-10-30,ATM_0010,1381.0014285714285,48
2025-10-31,ATM_0010,1381.0014285714285,48
2025-11-01,ATM_0010,1381.0014285714285,48
2025-11-02,ATM_0010,1381.0014285714285,48
2025-11-03,ATM_0010,1381.0014285714285,48
2025-11-04,ATM_0010,1381.0014285714285,48
2025-11-05,ATM_0010,1381.0014285714285,48
2025-11-06,ATM_0010,1381.0014285714285,48
2025-11-07,ATM_0010,1381.0014285714285,48
2025-11-08,ATM_0010,1381.0014285714285,48
2025-11-09,ATM_0010,1381.0014285714285,48
2025-11-10,ATM_0010,1381.0014285714285,48
2025-10-28,ATM_0011,989.967142857143,33
2025-10-29,ATM_0011,989.967142857143,33
2025-10-31,ATM_0011,989.967142857143,33
2025-11-01,ATM_0011,989.967142857143,33
2025-11-02,ATM_0011,989.967142857143,33
2025-11-03,ATM_0011,989.967142857143,33
2025-11-04,ATM_0011,989.967142857143,33
2025-11-05,ATM_0011,989.967142857143,33
2025-11-06,ATM_0011,989.967142857143,33
2025-11-07,ATM_0011,989.967142857143,33
2025-11-08,ATM_0011,989.967142857143,33
2025-11-09,ATM_0011,989.967142857143,33
2025-11-10,ATM_0011,989.967142857143,33
2025-10-30,ATM_0013,891.6664285714286,32
2025-10-31,ATM_0013,891.6664285714286,32
2025-11-02,ATM_0013,891.6664285714286,32
2025-11-03,ATM_0013,891.6664285714286,32
2025-11-04,ATM_0013,891.6664285714286,32
2025-11-05,ATM_0013,891.6664285714286,32
2025-11-07,ATM_0013,891.6664285714286,32
2025-11-08,ATM_0013,891.6664285714286,32
2025-11-09,ATM_0013,891.6664285714286,32
2025-11-10,ATM_0013,891.6664285714286,32
2025-10-28,ATM_0014,1316.188571428571,45
2025-10-29,ATM_0014,1316.188571428571,45
2025-10-30,ATM_0014,1316.188571428571,45
2025-10-31,ATM_0014,1316.188571428571,45
2025-11-01,ATM_0014,1316.188571428571,45
2025-11-02,ATM_0014,1316.188571428571,45
2025-11-03,ATM_0014,1316.188571428571,45
2025-11-04,ATM_0014,1316.188571428571,45
2025-11-06,ATM_0014,1316.188571428571,45
2025-11-07,ATM_0014,1316.188571428571,45
2025-11-08,ATM_0014,1316.188571428571,45
2025-11-09,ATM_0014,1316.188571428571,45
2025-11-10,ATM_0014,1316.188571428571,45
2025-10-28,ATM_0015,931.4064285714286,33
2025-10-29,ATM_0015,931.4064285714286,33
2025-10-30,ATM_0015,931.4064285714286,33
2025-10-31,ATM_0015,931.4064285714286,33
2025-11-01,ATM_0015,931.4064285714286,33
2025-11-02,ATM_0015,931.4064285714286,33
2025-11-04,ATM_0015,931.4064285714286,33
2025-11-05,ATM_0015,931.4064285714286,33
2025-11-06,ATM_0015,931.4064285714286,33
2025-11-07,ATM_0015,931.4064285714286,33
2025-11-08,ATM_0015,931.4064285714286,33
2025-11-09,ATM_0015,931.4064285714286,33
2025-11-10,ATM_0015,931.4064285714286,33
2025-10-28,ATM_0016,919.3871428571427,32
2025-10-29,ATM_0016,919.3871428571427,32
2025-10-30,ATM_0016,919.3871428571427,32
2025-10-31,ATM_0016,919.3871428571427,32
2025-11-01,ATM_0016,919.3871428571427,32
2025-11-02,ATM_0016,919.3871428571427,32
2025-11-03,ATM_0016,919.3871428571427,32
2025-11-04,ATM_0016,919.3871428571427,32
2025-11-05,ATM_0016,919.3871428571427,32
2025-11-06,ATM_0016,919.3871428571427,32
2025-11-07,ATM_0016,919.3871428571427,32
2025-11-09,ATM_0016,919.3871428571427,32
2025-11-10,ATM_0016,919.3871428571427,32
2025-10-28,ATM_0018,1025.3764285714285,37
2025-10-30,ATM_0018,1025.3764285714285,37
2025-11-01,ATM_0018,1025.3764285714285,37
2025-11-02,ATM_0018,1025.3764285714285,37
2025-11-03,ATM_0018,1025.3764285714285,37
2025-11-04,ATM_0018,1025.3764285714285,37
2025-11-05,ATM_0018,1025.3764285714285,37
2025-11-06,ATM_0018,1025.3764285714285,37
2025-11-07,ATM_0018,1025.3764285714285,37
2025-11-08,ATM_0018,1025.3764285714285,37
2025-11-09,ATM_0018,1025.3764285714285,37
2025-10-28,ATM_0019,1366.247142857143,43
2025-10-30,ATM_0019,1366.247142857143,43
2025-10-31,ATM_0019,1366.247142857143,43
2025-11-01,ATM_0019,1366.247142857143,43
2025-11-02,ATM_0019,1366.247142857143,43
2025-11-03,ATM_0019,1366.247142857143,43
2025-11-04,ATM_0019,1366.247142857143,43
2025-11-05,ATM_0019,1366.247142857143,43
2025-11-06,ATM_0019,1366.247142857143,43
2025-11-07,ATM_0019,1366.247142857143,43
2025-11-08,ATM_0019,1366.247142857143,43
2025-11-09,ATM_0019,1366.247142857143,43
2025-10-28,ATM_0020,756.847142857143,30
2025-10-29,ATM_0020,756.847142857143,30
2025-10-30,ATM_0020,756.847142857143,30
2025-10-31,ATM_0020,756.847142857143,30
2025-11-01,ATM_0020,756.847142857143,30
2025-11-02,ATM_0020,756.847142857143,30
2025-11-03,ATM_0020,756.847142857143,30
2025-11-04,ATM_0020,756.847142857143,30
2025-11-05,ATM_0020,756.847142857143,30
2025-11-06,ATM_0020,756.847142857143,30
2025-11-07,ATM_0020,756.847142857143,30
2025-11-08,ATM_0020,756.847142857143,30
2025-11-09,ATM_0020,756.847142857143,30
2025-11-10,ATM_0020,756.847142857143,30
2025-10-28,ATM_0021,1247.5792857142856,44
2025-10-29,ATM_0021,1247.5792857142856,44
2025-10-30,ATM_0021,1247.5792857142856,44
2025-10-31,ATM_0021,1247.5792857142856,44
2025-11-01,ATM_0021,1247.5792857142856,44
2025-11-02,ATM_0021,1247.5792857142856,44
2025-11-03,ATM_0021,1247.5792857142856,44
2025-11-04,ATM_0021,1247.5792857142856,44
2025-11-05,ATM_0021,1247.5792857142856,44
2025-11-06,ATM_0021,1247.5792857142856,44
2025-11-07,ATM_0021,1247.5792857142856,44
2025-11-08,ATM_0021,1247.5792857142856,44
2025-11-09,ATM_0021,1247.5792857142856,44
2025-11-10,ATM_0021,1247.5792857142856,44
2025-10-29,ATM_0022,1338.9971428571428,40
2025-10-30,ATM_0022,1338.9971428571428,40
2025-11-01,ATM_0022,1338.9971428571428,40
2025-11-02,ATM_0022,1338.9971428571428,40
2025-11-03,ATM_0022,1338.9971428571428,40
2025-11-04,ATM_0022,1338.9971428571428,40
2025-11-05,ATM_0022,1338.9971428571428,40
2025-11-06,ATM_0022,1338.9971428571428,40
2025-11-07,ATM_0022,1338.9971428571428,40
2025-11-08,ATM_0022,1338.9971428571428,40
2025-11-09,ATM_0022,1338.9971428571428,40
2025-11-10,ATM_0022,1338.9971428571428,40
2025-10-28,ATM_0023,1222.3528571428574,47
2025-10-29,ATM_0023,1222.3528571428574,47
2025-10-30,ATM_0023,1222.3528571428574,47
2025-10-31,ATM_0023,1222.3528571428574,47
2025-11-01,ATM_0023,1222.3528571428574,47
2025-11-02,ATM_0023,1222.3528571428574,47
2025-11-03,ATM_0023,1222.3528571428574,47
2025-11-04,ATM_0023,1222.3528571428574,47
2025-11-05,ATM_0023,1222.3528571428574,47
2025-11-07,ATM_0023,1222.3528571428574,47
2025-11-08,ATM_0023,1222.3528571428574,47
2025-11-09,ATM_0023,1222.3528571428574,47
2025-11-10,ATM_0023,1222.3528571428574,47
2025-10-28,ATM_0025,746.1728571428572,29
2025-10-29,ATM_0025,746.1728571428572,29
2025-10-30,ATM_0025,746.1728571428572,29
2025-11-01,ATM_0025,746.1728571428572,29
2025-11-02,ATM_0025,746.1728571428572,29
2025-11-03,ATM_0025,746.1728571428572,29
2025-11-04,ATM_0025,746.1728571428572,29
2025-11-05,ATM_0025,746.1728571428572,29
2025-11-06,ATM_0025,746.1728571428572,29
2025-11-07,ATM_0025,746.1728571428572,29
2025-11-08,ATM_0025,746.1728571428572,29
2025-11-10,ATM_0025,746.1728571428572,29
2025-10-28,ATM_0027,1442.465714285714,50
2025-10-29,ATM_0027,1442.465714285714,50
2025-10-30,ATM_0027,1442.465714285714,50
2025-10-31,ATM_0027,1442.465714285714,50
2025-11-01,ATM_0027,1442.465714285714,50
2025-11-02,ATM_0027,1442.465714285714,50
2025-11-03,ATM_0027,1442.465714285714,50
2025-11-04,ATM_0027,1442.465714285714,50
2025-11-05,ATM_0027,1442.465714285714,50
2025-11-06,ATM_0027,1442.465714285714,50
2025-11-07,ATM_0027,1442.465714285714,50
2025-11-08,ATM_0027,1442.465714285714,50
2025-11-09,ATM_0027,1442.465714285714,50
2025-10-28,ATM_0028,1396.3128571428572,47
2025-10-29,ATM_0028,1396.3128571428572,47
2025-10-30,ATM_0028,1396.3128571428572,47
2025-10-31,ATM_0028,1396.3128571428572,47
2025-11-01,ATM_0028,1396.3128571428572,47
2025-11-02,ATM_0028,1396.3128571428572,47
2025-11-03,ATM_0028,1396.3128571428572,47
2025-11-04,ATM_0028,1396.3128571428572,47
2025-11-05,ATM_0028,1396.3128571428572,47
2025-11-06,ATM_0028,1396.3128571428572,47
2025-11-07,ATM_0028,1396.3128571428572,47
2025-11-08,ATM_0028,1396.3128571428572,47
2025-11-09,ATM_0028,1396.3128571428572,47
2025-11-10,ATM_0028,1396.3128571428572,47
2025-10-28,ATM_0029,1314.8828571428571,38
2025-10-29,ATM_0029,1314.8828571428571,38
2025-10-30,ATM_0029,1314.8828571428571,38
2025-10-31,ATM_0029,1314.8828571428571,38
2025-11-01,ATM_0029,1314.8828571428571,38
2025-11-02,ATM_0029,1314.8828571428571,38
2025-11-03,ATM_0029,1314.8828571428571,38
2025-11-04,ATM_0029,1314.8828571428571,38
2025-11-05,ATM_0029,1314.8828571428571,38
2025-11-06,ATM_0029,1314.8828571428571,38
2025-11-07,ATM_0029,1314.8828571428571,38
2025-11-08,ATM_0029,1314.8828571428571,38
2025-11-09,ATM_0029,1314.8828571428571,38
2025-11-10,ATM_0029,1314.8828571428571,38
2025-10-28,ATM_0031,1219.337857142857,45
2025-10-29,ATM_0031,1219.337857142857,45
2025-10-30,ATM_0031,1219.337857142857,45
2025-11-02,ATM_0031,1219.337857142857,45
2025-11-03,ATM_0031,1219.337857142857,45
2025-11-04,ATM_0031,1219.337857142857,45
2025-11-05,ATM_0031,1219.337857142857,45
2025-11-06,ATM_0031,1219.337857142857,45
2025-11-07,ATM_0031,1219.337857142857,45
2025-11-08,ATM_0031,1219.337857142857,45
2025-11-09,ATM_0031,1219.337857142857,45
2025-11-10,ATM_0031,1219.337857142857,45
2025-10-28,ATM_0032,1127.6621428571427,34
2025-10-29,ATM_0032,1127.6621428571427,34
2025-10-30,ATM_0032,1127.6621428571427,34
2025-10-31,ATM_0032,1127.6621428571427,34
2025-11-01,ATM_0032,1127.6621428571427,34
2025-11-02,ATM_0032,1127.6621428571427,34
2025-11-03,ATM_0032,1127.6621428571427,34
2025-11-04,ATM_0032,1127.6621428571427,34
2025-11-05,ATM_0032,1127.6621428571427,34
2025-11-06,ATM_0032,1127.6621428571427,34
2025-11-07,ATM_0032,1127.6621428571427,34
2025-11-08,ATM_0032,1127.6621428571427,34
2025-11-09,ATM_0032,1127.6621428571427,34
2025-11-10,ATM_0032,1127.6621428571427,34
2025-10-28,ATM_0033,1016.7535714285714,36
2025-10-29,ATM_0033,1016.7535714285714,36
2025-10-30,ATM_0033,1016.7535714285714,36
2025-10-31,ATM_0033,1016.7535714285714,36
2025-11-01,ATM_0033,1016.7535714285714,36
2025-11-02,ATM_0033,1016.7535714285714,36
2025-11-03,ATM_0033,1016.7535714285714,36
2025-11-04,ATM_0033,1016.7535714285714,36
2025-11-05,ATM_0033,1016.7535714285714,36
2025-11-06,ATM_0033,1016.7535714285714,36
2025-11-07,ATM_0033,1016.7535714285714,36
2025-11-08,ATM_0033,1016.7535714285714,36
2025-11-09,ATM_0033,1016.7535714285714,36
2025-11-10,ATM_0033,1016.7535714285714,36
2025-10-29,ATM_0034,1250.037142857143,43
2025-10-30,ATM_0034,1250.037142857143,43
2025-11-01,ATM_0034,1250.037142857143,43
2025-11-02,ATM_0034,1250.037142857143,43
2025-11-03,ATM_0034,1250.037142857143,43
2025-11-04,ATM_0034,1250.037142857143,43
2025-11-05,ATM_0034,1250.037142857143,43
2025-11-06,ATM_0034,1250.037142857143,43
2025-11-07,ATM_0034,1250.037142857143,43
2025-11-08,ATM_0034,1250.037142857143,43
2025-11-09,ATM_0034,1250.037142857143,43
2025-11-10,ATM_0034,1250.037142857143,43
2025-10-28,ATM_0035,1304.22,47
2025-10-29,ATM_0035,1304.22,47
2025-10-30,ATM_0035,1304.22,47
2025-10-31,ATM_0035,1304.22,47
2025-11-01,ATM_0035,1304.22,47
2025-11-02,ATM_0035,1304.22,47
2025-11-03,ATM_0035,1304.22,47
2025-11-04,ATM_0035,1304.22,47
2025-11-05,ATM_0035,1304.22,47
2025-11-06,ATM_0035,1304.22,47
2025-11-07,ATM_0035,1304.22,47
2025-11-08,ATM_0035,1304.22,47
2025-11-09,ATM_0035,1304.22,47
2025-11-10,ATM_0035,1304.22,47
2025-10-28,ATM_0036,1109.4035714285717,44
2025-10-29,ATM_0036,1109.4035714285717,44
2025-10-30,ATM_0036,1109.4035714285717,44
2025-10-31,ATM_0036,1109.4035714285717,44
2025-11-01,ATM_0036,1109.4035714285717,44
2025-11-02,ATM_0036,1109.4035714285717,44
2025-11-03,ATM_0036,1109.4035714285717,44
2025-11-04,ATM_0036,1109.4035714285717,44
2025-11-05,ATM_0036,1109.4035714285717,44
2025-11-06,ATM_0036,1109.4035714285717,44
2025-11-07,ATM_0036,1109.4035714285717,44
2025-11-08,ATM_0036,1109.4035714285717,44
2025-11-09,ATM_0036,1109.4035714285717,44
2025-11-10,ATM_0036,1109.4035714285717,44
2025-10-28,ATM_0037,924.93,28
2025-10-29,ATM_0037,924.93,28
2025-10-30,ATM_0037,924.93,28
2025-10-31,ATM_0037,924.93,28
2025-11-01,ATM_0037,924.93,28
2025-11-02,ATM_0037,924.93,28
2025-11-04,ATM_0037,924.93,28
2025-11-05,ATM_0037,924.93,28
2025-11-06,ATM_0037,924.93,28
2025-11-07,ATM_0037,924.93,28
2025-11-09,ATM_0037,924.93,28
2025-11-10,ATM_0037,924.93,28
2025-10-28,ATM_0038,1204.832857142857,37
2025-10-29,ATM_0038,1204.832857142857,37
2025-10-30,ATM_0038,1204.832857142857,37
2025-10-31,ATM_0038,1204.832857142857,37
2025-11-02,ATM_0038,1204.832857142857,37
2025-11-03,ATM_0038,1204.832857142857,37
2025-11-04,ATM_0038,1204.832857142857,37
2025-11-05,ATM_0038,1204.832857142857,37
2025-11-06,ATM_0038,1204.832857142857,37
2025-11-07,ATM_0038,1204.832857142857,37
2025-11-08,ATM_0038,1204.832857142857,37
2025-11-09,ATM_0038,1204.832857142857,37
2025-11-10,ATM_0038,1204.832857142857,37
2025-10-29,ATM_0039,1106.6921428571427,33
2025-10-30,ATM_0039,1106.6921428571427,33
2025-10-31,ATM_0039,1106.6921428571427,33
2025-11-01,ATM_0039,1106.6921428571427,33
2025-11-02,ATM_0039,1106.6921428571427,33
2025-11-03,ATM_0039,1106.6921428571427,33
2025-11-04,ATM_0039,1106.6921428571427,33
2025-11-05,ATM_0039,1106.6921428571427,33
2025-11-06,ATM_0039,1106.6921428571427,33
2025-11-07,ATM_0039,1106.6921428571427,33
2025-11-08,ATM_0039,1106.6921428571427,33
2025-11-09,ATM_0039,1106.6921428571427,33
2025-11-10,ATM_0039,1106.6921428571427,33
2025-10-28,ATM_0040,839.0614285714286,27
2025-10-29,ATM_0040,839.0614285714286,27
2025-10-30,ATM_0040,839.0614285714286,27
2025-10-31,ATM_0040,839.0614285714286,27
2025-11-01,ATM_0040,839.0614285714286,27
2025-11-02,ATM_0040,839.0614285714286,27
2025-11-03,ATM_0040,839.0614285714286,27
2025-11-04,ATM_0040,839.0614285714286,27
2025-11-05,ATM_0040,839.0614285714286,27
2025-11-06,ATM_0040,839.0614285714286,27
2025-11-07,ATM_0040,839.0614285714286,27
2025-11-08,ATM_0040,839.0614285714286,27
2025-11-09,ATM_0040,839.0614285714286,27
2025-11-10,ATM_0040,839.0614285714286,27
2025-10-28,ATM_0041,1361.4807142857142,39
2025-10-29,ATM_0041,1361.4807142857142,39
2025-10-30,ATM_0041,1361.4807142857142,39
2025-10-31,ATM_0041,1361.4807142857142,39
2025-11-01,ATM_0041,1361.4807142857142,39
2025-11-02,ATM_0041,1361.4807142857142,39
2025-11-03,ATM_0041,1361.4807142857142,39
2025-11-04,ATM_0041,1361.4807142857142,39
2025-11-05,ATM_0041,1361.4807142857142,39
2025-11-06,ATM_0041,1361.4807142857142,39
2025-11-07,ATM_0041,1361.4807142857142,39
2025-11-08,ATM_0041,1361.4807142857142,39
2025-11-09,ATM_0041,1361.4807142857142,39
2025-11-10,ATM_0041,1361.4807142857142,39
2025-10-28,ATM_0042,1473.8278571428568,52
2025-10-29,ATM_0042,1473.8278571428568,52
2025-10-30,ATM_0042,1473.8278571428568,52
2025-11-01,ATM_0042,1473.8278571428568,52
2025-11-02,ATM_0042,1473.8278571428568,52
2025-11-03,ATM_0042,1473.8278571428568,52
2025-11-04,ATM_0042,1473.8278571428568,52
2025-11-05,ATM_0042,1473.8278571428568,52
2025-11-06,ATM_0042,1473.8278571428568,52
2025-11-07,ATM_0042,1473.8278571428568,52
2025-11-08,ATM_0042,1473.8278571428568,52
2025-11-09,ATM_0042,1473.8278571428568,52
2025-11-10,ATM_0042,1473.8278571428568,52
2025-10-28,ATM_0043,1445.6364285714285,51
2025-10-29,ATM_0043,1445.6364285714285,51
2025-10-30,ATM_0043,1445.6364285714285,51
2025-10-31,ATM_0043,1445.6364285714285,51
2025-11-02,ATM_0043,1445.6364285714285,51
2025-11-03,ATM_0043,1445.6364285714285,51
2025-11-04,ATM_0043,1445.6364285714285,51
2025-11-05,ATM_0043,1445.6364285714285,51
2025-11-07,ATM_0043,1445.6364285714285,51
2025-11-08,ATM_0043,1445.6364285714285,51
2025-11-09,ATM_0043,1445.6364285714285,51
2025-11-10,ATM_0043,1445.6364285714285,51
2025-10-28,ATM_0045,1448.7785714285717,50
2025-10-29,ATM_0045,1448.7785714285717,50
2025-10-30,ATM_0045,1448.7785714285717,50
2025-10-31,ATM_0045,1448.7785714285717,50
2025-11-01,ATM_0045,1448.7785714285717,50
2025-11-03,ATM_0045,1448.7785714285717,50
2025-11-04,ATM_0045,1448.7785714285717,50
2025-11-05,ATM_0045,1448.7785714285717,50
2025-11-06,ATM_0045,1448.7785714285717,50
2025-11-07,ATM_0045,1448.7785714285717,50
2025-11-08,ATM_0045,1448.7785714285717,50
2025-11-09,ATM_0045,1448.7785714285717,50
2025-11-10,ATM_0045,1448.7785714285717,50
2025-10-28,ATM_0046,1339.242857142857,48
2025-10-29,ATM_0046,1339.242857142857,48
2025-10-30,ATM_0046,1339.242857142857,48
2025-10-31,ATM_0046,1339.242857142857,48
2025-11-01,ATM_0046,1339.242857142857,48
2025-11-02,ATM_0046,1339.242857142857,48
2025-11-03,ATM_0046,1339.242857142857,48
2025-11-04,ATM_0046,1339.242857142857,48
2025-11-05,ATM_0046,1339.242857142857,48
2025-11-06,ATM_0046,1339.242857142857,48
2025-11-07,ATM_0046,1339.242857142857,48
2025-11-08,ATM_0046,1339.242857142857,48
2025-11-09,ATM_0046,1339.242857142857,48
2025-11-10,ATM_0046,1339.242857142857,48
2025-10-28,ATM_0047,817.6307142857144,26
2025-10-29,ATM_0047,817.6307142857144,26
2025-10-30,ATM_0047,817.6307142857144,26
2025-10-31,ATM_0047,817.6307142857144,26
2025-11-01,ATM_0047,817.6307142857144,26
2025-11-02,ATM_0047,817.6307142857144,26
2025-11-03,ATM_0047,817.6307142857144,26
2025-11-04,ATM_0047,817.6307142857144,26
2025-11-05,ATM_0047,817.6307142857144,26
2025-11-06,ATM_0047,817.6307142857144,26
2025-11-07,ATM_0047,817.6307142857144,26
2025-11-08,ATM_0047,817.6307142857144,26
2025-11-09,ATM_0047,817.6307142857144,26
2025-11-10,ATM_0047,817.6307142857144,26
2025-10-28,ATM_0048,1138.6964285714282,35
2025-10-29,ATM_0048,1138.6964285714282,35
2025-10-30,ATM_0048,1138.6964285714282,35
2025-10-31,ATM_0048,1138.6964285714282,35
2025-11-01,ATM_0048,1138.6964285714282,35
2025-11-02,ATM_0048,1138.6964285714282,35
2025-11-03,ATM_0048,1138.6964285714282,35
2025-11-04,ATM_0048,1138.6964285714282,35
2025-11-05,ATM_0048,1138.6964285714282,35
2025-11-06,ATM_0048,1138.6964285714282,35
2025-11-07,ATM_0048,1138.6964285714282,35
2025-11-08,ATM_0048,1138.6964285714282,35
2025-11-09,ATM_0048,1138.6964285714282,35
2025-11-10,ATM_0048,1138.6964285714282,35
2025-10-28,ATM_0049,1006.7778571428572,31
2025-10-29,ATM_0049,1006.7778571428572,31
2025-10-30,ATM_0049,1006.7778571428572,31
2025-10-31,ATM_0049,1006.7778571428572,31
2025-11-01,ATM_0049,1006.7778571428572,31
2025-11-03,ATM_0049,1006.7778571428572,31
2025-11-04,ATM_0049,1006.7778571428572,31
2025-11-05,ATM_0049,1006.7778571428572,31
2025-11-06,ATM_0049,1006.7778571428572,31
2025-11-07,ATM_0049,1006.7778571428572,31
2025-11-08,ATM_0049,1006.7778571428572,31
2025-11-09,ATM_0049,1006.7778571428572,31
2025-11-10,ATM_0049,1006.7778571428572,31
2025-10-28,ATM_0050,1510.8621428571428,51
2025-10-30,ATM_0050,1510.8621428571428,51
2025-10-31,ATM_0050,1510.8621428571428,51
2025-11-01,ATM_0050,1510.8621428571428,51
2025-11-03,ATM_0050,1510.8621428571428,51
2025-11-04,ATM_0050,1510.8621428571428,51
2025-11-05,ATM_0050,1510.8621428571428,51
2025-11-06,ATM_0050,1510.8621428571428,51
2025-11-07,ATM_0050,1510.8621428571428,51
2025-11-08,ATM_0050,1510.8621428571428,51
2025-11-09,ATM_0050,1510.8621428571428,51
2025-11-10,ATM_0050,1510.8621428571428,51
2025-10-28,ATM_0051,886.2414285714285,34
2025-10-29,ATM_0051,886.2414285714285,34
2025-10-30,ATM_0051,886.2414285714285,34
2025-10-31,ATM_0051,886.2414285714285,34
2025-11-01,ATM_0051,886.2414285714285,34
2025-11-02,ATM_0051,886.2414285714285,34
2025-11-03,ATM_0051,886.2414285714285,34
2025-11-04,ATM_0051,886.2414285714285,34
2025-11-05,ATM_0051,886.2414285714285,34
2025-11-06,ATM_0051,886.2414285714285,34
2025-11-07,ATM_0051,886.2414285714285,34
2025-11-08,ATM_0051,886.2414285714285,34
2025-11-09,ATM_0051,886.2414285714285,34
2025-11-10,ATM_0051,886.2414285714285,34
2025-10-28,ATM_0052,907.27,27
2025-10-29,ATM_0052,907.27,27
2025-10-30,ATM_0052,907.27,27
2025-10-31,ATM_0052,907.27,27
2025-11-01,ATM_0052,907.27,27
2025-11-02,ATM_0052,907.27,27
2025-11-03,ATM_0052,907.27,27
2025-11-05,ATM_0052,907.27,27
2025-11-06,ATM_0052,907.27,27
2025-11-07,ATM_0052,907.27,27
2025-11-08,ATM_0052,907.27,27
2025-11-09,ATM_0052,907.27,27
2025-11-10,ATM_0052,907.27,27
2025-10-28,ATM_0054,867.1771428571427,29
2025-10-29,ATM_0054,867.1771428571427,29
2025-10-30,ATM_0054,867.1771428571427,29
2025-10-31,ATM_0054,867.1771428571427,29
2025-11-01,ATM_0054,867.1771428571427,29
2025-11-02,ATM_0054,867.1771428571427,29
2025-11-04,ATM_0054,867.1771428571427,29
2025-11-05,ATM_0054,867.1771428571427,29
2025-11-06,ATM_0054,867.1771428571427,29
2025-11-07,ATM_0054,867.1771428571427,29
2025-11-08,ATM_0054,867.1771428571427,29
2025-11-09,ATM_0054,867.1771428571427,29
2025-11-10,ATM_0054,867.1771428571427,29
2025-10-29,ATM_0055,785.1735714285712,28
2025-10-30,ATM_0055,785.1735714285712,28
2025-10-31,ATM_0055,785.1735714285712,28
2025-11-01,ATM_0055,785.1735714285712,28
2025-11-02,ATM_0055,785.1735714285712,28
2025-11-04,ATM_0055,785.1735714285712,28
2025-11-05,ATM_0055,785.1735714285712,28
2025-11-06,ATM_0055,785.1735714285712,28
2025-11-08,ATM_0055,785.1735714285712,28
2025-11-09,ATM_0055,785.1735714285712,28
2025-11-10,ATM_0055,785.1735714285712,28
2025-10-28,ATM_0056,1039.3428571428572,36
2025-10-29,ATM_0056,1039.3428571428572,36
2025-10-30,ATM_0056,1039.3428571428572,36
2025-11-01,ATM_0056,1039.3428571428572,36
